date,state,tot_doses,doses,dose1,dose2,tot_ind
26/03/2021,Assam,1020002,54980,878784,141218,878784
27/03/2021,Assam,1043681,23679,900947,142734,900947
28/03/2021,Assam,1044730,1049,901960,142770,901960
29/03/2021,Assam,1047861,3131,904676,143185,904676
30/03/2021,Assam,1080940,33079,932808,148132,932808
31/03/2021,Assam,1098355,17415,946438,151917,946438
01/04/2021,Assam,1127935,29580,970643,157292,970643
02/04/2021,Assam,1167002,39067,1002220,164782,1002220
03/04/2021,Assam,1203976,36974,1030573,173403,1030573
04/04/2021,Assam,1225287,21311,1047611,177676,1047611
05/04/2021,Assam,1262224,36937,1075940,186284,1075940
06/04/2021,Assam,1290110,27886,1097741,192369,1097741
07/04/2021,Assam,1338480,48370,1133750,204730,1133750
08/04/2021,Assam,1405074,66594,1181704,223370,1181704
09/04/2021,Assam,1454260,49186,1215483,238777,1215483
10/04/2021,Assam,1486087,31827,1236130,249957,1236130
11/04/2021,Assam,1498693,12606,1244425,254268,1244425
12/04/2021,Assam,1530751,32058,1263243,267508,1263243
13/04/2021,Assam,1549948,19197,1274714,275234,1274714
14/04/2021,Assam,1553876,3928,1276940,276936,1276940
15/04/2021,Assam,1555448,1572,1277864,277584,1277864
16/04/2021,Assam,1564454,9006,1282985,281469,1282985
17/04/2021,Assam,1586181,21727,1295462,290719,1295462
18/04/2021,Assam,1597465,11284,1302992,294473,1302992
19/04/2021,Assam,1676713,79248,1351522,325191,1351522
20/04/2021,Assam,1770372,93659,1415214,355158,1415214
21/04/2021,Assam,1824812,54440,1454891,369921,1454891
22/04/2021,Assam,1898130,73318,1508583,389547,1508583
23/04/2021,Assam,1960809,62679,1556972,403837,1556972
24/04/2021,Assam,2005823,45014,1592952,412871,1592952
25/04/2021,Assam,2020521,14698,1605126,415395,1605126
26/04/2021,Assam,2104727,84206,1664201,440526,1664201
27/04/2021,Assam,2192325,87598,1728642,463683,1728642
28/04/2021,Assam,2242653,50328,1766829,475824,1766829
29/04/2021,Assam,2349267,106614,1846567,502700,1846567
30/04/2021,Assam,2480734,131467,1946800,533934,1946800
01/05/2021,Assam,2574065,93331,2020530,553535,2020530
02/05/2021,Assam,2589899,15834,2033174,556725,2033174
03/05/2021,Assam,2675846,85947,2096948,578898,2096948
04/05/2021,Assam,2751204,75358,2152500,598704,2152500
05/05/2021,Assam,2785838,34634,2176851,608987,2176851
06/05/2021,Assam,2835452,49614,2211808,623644,2211808
07/05/2021,Assam,2919568,84116,2277554,642014,2277554
08/05/2021,Assam,3002857,83289,2346318,656539,2346318
09/05/2021,Assam,3027029,24172,2366422,660607,2366422
10/05/2021,Assam,3120516,93487,2434046,686470,2434046
11/05/2021,Assam,3197150,76634,2487465,709685,2487465
12/05/2021,Assam,3233331,36181,2518410,714921,2518410
13/05/2021,Assam,3280423,47092,2556294,724129,2556294
14/05/2021,Assam,3305992,25569,2578539,727453,2578539
15/05/2021,Assam,3362553,56561,2631676,730877,2631676
16/05/2021,Assam,3401496,38943,2670104,731392,2670104
17/05/2021,Assam,3471991,70495,2730754,741237,2730754
18/05/2021,Assam,3531930,59939,2782676,749254,2782676
19/05/2021,Assam,3569472,37542,2815640,753832,2815640
20/05/2021,Assam,3620350,50878,2859912,760438,2859912
21/05/2021,Assam,3665676,45326,2898355,767321,2898355
22/05/2021,Assam,3716056,50380,2938533,777523,2938533
23/05/2021,Assam,3753633,37577,2972648,780985,2972648
24/05/2021,Assam,3830284,76651,3034071,796213,3034071
25/05/2021,Assam,3899915,69631,3091355,808560,3091355
26/05/2021,Assam,3935243,35328,3121529,813714,3121529
27/05/2021,Assam,3981992,46749,3162794,819198,3162794
28/05/2021,Assam,4027266,45274,3203859,823407,3203859
29/05/2021,Assam,4073879,46613,3246700,827179,3246700
30/05/2021,Assam,4094193,20314,3265432,828761,3265432
31/05/2021,Assam,4137653,43460,3304493,833160,3304493
01/06/2021,Assam,4174820,37167,3337376,837444,3337376
02/06/2021,Assam,4200000,25180,3359700,840300,3359700
03/06/2021,Assam,4235371,35371,3392421,842950,3392421
04/06/2021,Assam,4274481,39110,3429205,845276,3429205
05/06/2021,Assam,4315221,40740,3467449,847772,3467449
06/06/2021,Assam,4339728,24507,3489368,850360,3489368
07/06/2021,Assam,4389697,49969,3534232,855465,3534232
08/06/2021,Assam,4451360,61663,3590740,860620,3590740
09/06/2021,Assam,4491566,40206,3623460,868106,3623460
10/06/2021,Assam,4585754,94188,3695526,890228,3695526
11/06/2021,Assam,4674511,88757,3769894,904617,3769894
12/06/2021,Assam,4758849,84338,3841521,917328,3841521
13/06/2021,Assam,4811949,53100,3883727,928222,3883727
14/06/2021,Assam,4891540,79591,3937220,954320,3937220
15/06/2021,Assam,4951863,60323,3984232,967631,3984232
16/06/2021,Assam,4998717,46854,4018537,980180,4018537
17/06/2021,Assam,5092307,93590,4089782,1002525,4089782
18/06/2021,Assam,5210614,118307,4179861,1030753,4179861
19/06/2021,Assam,5324600,113986,4269193,1055407,4269193
20/06/2021,Assam,5360385,35785,4294662,1065723,4294662
21/06/2021,Assam,5721227,360842,4635279,1085948,4635279
22/06/2021,Assam,5989078,267851,4885776,1103302,4885776
23/06/2021,Assam,6354626,365548,5233285,1121341,5233285
24/06/2021,Assam,6523851,169225,5387805,1136046,5387805
25/06/2021,Assam,6688421,164570,5535855,1152566,
26/06/2021,Assam,6841405,152984,5658679,1182726,
27/06/2021,Assam,6854797,13392,5668536,1186261,
28/06/2021,Assam,6976615,121818,5765156,1211459,
29/06/2021,Assam,7008658,32043,5785111,1223547,
30/06/2021,Assam,7022922,14264,5792056,1230866,
01/07/2021,Assam,7206783,183861,5957147,1249636,
02/07/2021,Assam,7445311,238528,6169491,1275820,
03/07/2021,Assam,7597121,151810,6302541,1294580,
04/07/2021,Assam,7629506,32385,6329978,1299528,
05/07/2021,Assam,7690157,60651,6380179,1309978,
06/07/2021,Assam,7712614,22457,6396900,1315714,
07/07/2021,Assam,7720505,7891,6402476,1318029,
08/07/2021,Assam,7730301,9796,6409336,1320965,
09/07/2021,Assam,7790895,60594,6462249,1328646,
10/07/2021,Assam,7910876,119981,6565772,1345104,
11/07/2021,Assam,8015929,105053,6663892,1352037,
12/07/2021,Assam,8264288,248359,6895245,1369043,
13/07/2021,Assam,8346086,81798,6961897,1384189,
14/07/2021,Assam,8474492,128406,7042260,1432232,
15/07/2021,Assam,8543611,69119,7073403,1470208,
16/07/2021,Assam,8643029,99418,7145077,1497952,
17/07/2021,Assam,8763717,120688,7237044,1526673,
18/07/2021,Assam,8782510,18793,7250332,1532178,
19/07/2021,Assam,8939320,156810,7382171,1557149,
20/07/2021,Assam,9084754,145434,7497592,1587162,
21/07/2021,Assam,9128219,43465,7532329,1595890,
22/07/2021,Assam,9337930,209711,7696780,1641150,
23/07/2021,Assam,9533765,195835,7850458,1683307,
24/07/2021,Assam,9669301,135536,7957718,1711583,
25/07/2021,Assam,9733328,64027,8008339,1724989,
26/07/2021,Assam,9983825,250497,8201982,1781843,
27/07/2021,Assam,10234256,250431,8393598,1840658,
28/07/2021,Assam,10341710,107454,8476245,1865465,
29/07/2021,Assam,10448906,107196,8560333,1888573,
30/07/2021,Assam,10533219,84313,8622219,1911000,
31/07/2021,Assam,10638247,105028,8708999,1929248,
01/08/2021,Assam,10826140,187893,8877144,1948996,
02/08/2021,Assam,11129239,303099,9141787,1987452,
03/08/2021,Assam,11429254,300015,9405394,2023860,
04/08/2021,Assam,11581397,152143,9535651,2045746,
05/08/2021,Assam,11846550,265153,9765007,2081543,
06/08/2021,Assam,12087826,241276,9976148,2111678,
07/08/2021,Assam,12339414,251588,10189217,2150197,
08/08/2021,Assam,12422010,82596,10260435,2161575,
09/08/2021,Assam,12703870,281860,10495293,2208577,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Bihar,2967,2967,2967,0,2967
17/01/2021,Bihar,3700,733,3700,0,3700
18/01/2021,Bihar,7883,4183,7883,0,7883
19/01/2021,Bihar,15546,7663,15546,0,15546
20/01/2021,Bihar,16183,637,16183,0,16183
21/01/2021,Bihar,25254,9071,25254,0,25254
22/01/2021,Bihar,25773,519,25773,0,25773
23/01/2021,Bihar,38409,12636,38409,0,38409
24/01/2021,Bihar,38787,378,38787,0,38787
25/01/2021,Bihar,51676,12889,51676,0,51676
26/01/2021,Bihar,51808,132,51808,0,51808
27/01/2021,Bihar,53222,1414,53222,0,53222
28/01/2021,Bihar,70412,17190,70412,0,70412
29/01/2021,Bihar,73181,2769,73181,0,73181
30/01/2021,Bihar,105751,32570,105751,0,105751
31/01/2021,Bihar,108889,3138,108889,0,108889
01/02/2021,Bihar,144845,35956,144845,0,144845
02/02/2021,Bihar,181290,36445,181290,0,181290
03/02/2021,Bihar,219359,38069,219359,0,219359
04/02/2021,Bihar,263973,44614,263973,0,263973
05/02/2021,Bihar,308439,44466,308439,0,308439
06/02/2021,Bihar,330327,21888,330327,0,330327
07/02/2021,Bihar,335765,5438,335765,0,335765
08/02/2021,Bihar,353743,17978,353743,0,353743
09/02/2021,Bihar,373801,20058,373801,0,373801
10/02/2021,Bihar,388881,15080,388881,0,388881
11/02/2021,Bihar,409263,20382,409263,0,409263
12/02/2021,Bihar,430554,21291,430554,0,430554
13/02/2021,Bihar,451761,21207,451706,55,451706
14/02/2021,Bihar,452991,1230,452936,55,452936
15/02/2021,Bihar,483813,30822,470549,13264,470549
16/02/2021,Bihar,485733,1920,472215,13518,472215
17/02/2021,Bihar,496507,10774,481352,15155,481352
18/02/2021,Bihar,529891,33384,497328,32563,497328
19/02/2021,Bihar,547003,17112,512327,34676,512327
20/02/2021,Bihar,557762,10759,519360,38402,519360
21/02/2021,Bihar,558309,547,519787,38522,519787
22/02/2021,Bihar,579548,21239,523685,55863,523685
23/02/2021,Bihar,588882,9334,530477,58405,530477
24/02/2021,Bihar,597807,8925,538212,59595,538212
25/02/2021,Bihar,621233,23426,546161,75072,546161
26/02/2021,Bihar,637549,16316,559321,78228,559321
27/02/2021,Bihar,637549,0,559321,78228,559321
28/02/2021,Bihar,637549,0,559321,78228,559321
01/03/2021,Bihar,637549,0,559321,78228,559321
02/03/2021,Bihar,658177,20628,568137,90040,568137
03/03/2021,Bihar,689592,31415,581124,108468,581124
04/03/2021,Bihar,733670,44078,598233,135437,598233
05/03/2021,Bihar,777943,44273,618296,159647,618296
06/03/2021,Bihar,828652,50709,643684,184968,643684
07/03/2021,Bihar,830495,1843,644690,185805,644690
08/03/2021,Bihar,996855,166360,784521,212334,784521
09/03/2021,Bihar,882786,-114069,650004,232782,882786
10/03/2021,Bihar,945716,62930,695938,249778,945716
11/03/2021,Bihar,951238,5522,700136,251102,951238
12/03/2021,Bihar,1068778,117540,798011,270767,1068778
13/03/2021,Bihar,1155115,86337,864349,290766,1155115
14/03/2021,Bihar,1159704,4589,867980,291724,1159704
15/03/2021,Bihar,1238681,78977,928808,309873,1238681
16/03/2021,Bihar,1521806,283125,1197777,324029,1197777
17/03/2021,Bihar,1633471,111665,1299718,333753,1299718
18/03/2021,Bihar,1709461,75990,1364201,345260,1364201
19/03/2021,Bihar,1781915,72454,1427007,354908,1427007
20/03/2021,Bihar,1868362,86447,1502913,365449,1502913
21/03/2021,Bihar,1893344,24982,1526471,366873,1526471
22/03/2021,Bihar,1960951,67607,1588734,372217,1588734
23/03/2021,Bihar,2090147,129196,1708266,381881,1708266
24/03/2021,Bihar,2199108,108961,1810293,388815,1810293
25/03/2021,Bihar,2326623,127515,1931442,395181,1931442
26/03/2021,Bihar,2440263,113640,2039444,400819,2039444
27/03/2021,Bihar,2555647,115384,2150425,405222,2150425
28/03/2021,Bihar,2584553,28906,2179032,405521,2179032
29/03/2021,Bihar,2587193,2640,2181647,405546,2181647
30/03/2021,Bihar,2632950,45757,2225891,407059,2225891
31/03/2021,Bihar,2739610,106660,2326918,412692,2326918
01/04/2021,Bihar,2851813,112203,2433633,418180,2433633
02/04/2021,Bihar,3064854,213041,2638486,426368,2638486
03/04/2021,Bihar,3195814,130960,2763236,432578,2763236
04/04/2021,Bihar,3346839,151025,2908130,438709,2908130
05/04/2021,Bihar,3478610,131771,3031775,446835,3031775
06/04/2021,Bihar,3676143,197533,3217315,458828,3217315
07/04/2021,Bihar,3981969,305826,3500712,481257,3500712
08/04/2021,Bihar,4165803,183834,3663711,502092,3663711
09/04/2021,Bihar,4233637,67834,3721775,511862,3721775
10/04/2021,Bihar,4491227,257590,3953983,537244,3953983
11/04/2021,Bihar,4744755,253528,4188252,556503,4188252
12/04/2021,Bihar,4952445,207690,4372599,579846,4372599
13/04/2021,Bihar,5049345,96900,4456899,592446,4456899
14/04/2021,Bihar,5225646,176301,4608655,616991,4608655
15/04/2021,Bihar,5352860,127214,4714910,637950,4714910
16/04/2021,Bihar,5426287,73427,4774916,651371,4774916
17/04/2021,Bihar,5578006,151719,4895185,682821,4895185
18/04/2021,Bihar,5686374,108368,4984400,701974,4984400
19/04/2021,Bihar,5836677,150303,5099038,737639,5099038
20/04/2021,Bihar,5964087,127410,5195367,768720,5195367
21/04/2021,Bihar,6057111,93024,5265128,791983,5265128
22/04/2021,Bihar,6169648,112537,5344307,825341,5344307
23/04/2021,Bihar,6270782,101134,5415848,854934,5415848
24/04/2021,Bihar,6362064,91282,5480243,881821,5480243
25/04/2021,Bihar,6437127,75063,5534535,902592,5534535
26/04/2021,Bihar,6557857,120730,5615151,942706,5615151
27/04/2021,Bihar,6661790,103933,5686449,975341,5686449
28/04/2021,Bihar,6761471,99681,5752082,1009389,5752082
29/04/2021,Bihar,6869722,108251,5821599,1048123,5821599
30/04/2021,Bihar,6967492,97770,5881859,1085633,5881859
01/05/2021,Bihar,7047770,80278,5928725,1119045,5928725
02/05/2021,Bihar,7110550,62780,5965407,1145143,5965407
03/05/2021,Bihar,7233171,122621,6027693,1205478,6027693
04/05/2021,Bihar,7359866,126695,6092049,1267817,6092049
05/05/2021,Bihar,7475869,116003,6150797,1325072,6150797
06/05/2021,Bihar,7604097,128228,6212706,1391391,6212706
07/05/2021,Bihar,7698767,94670,6261291,1437476,6261291
08/05/2021,Bihar,7782756,83989,6304398,1478358,6304398
09/05/2021,Bihar,7905698,122942,6411990,1493708,6411990
10/05/2021,Bihar,8108459,202761,6552924,1555535,6552924
11/05/2021,Bihar,8289734,181275,6669849,1619885,6669849
12/05/2021,Bihar,8410850,121116,6771938,1638912,6771938
13/05/2021,Bihar,8568033,157183,6907777,1660256,6907777
14/05/2021,Bihar,8713263,145230,7038183,1675080,7038183
15/05/2021,Bihar,8869524,156261,7180068,1689456,7180068
16/05/2021,Bihar,8994996,125472,7303994,1691002,7303994
17/05/2021,Bihar,9108969,113973,7411900,1697069,7411900
18/05/2021,Bihar,9188143,79174,7483076,1705067,7483076
19/05/2021,Bihar,9244503,56360,7533234,1711269,7533234
20/05/2021,Bihar,9364319,119816,7649684,1714635,7649684
21/05/2021,Bihar,9461804,97485,7740228,1721576,7740228
22/05/2021,Bihar,9521984,60180,7792417,1729567,7792417
23/05/2021,Bihar,9680319,158335,7946124,1734195,7946124
24/05/2021,Bihar,9866975,186656,8126351,1740624,8126351
25/05/2021,Bihar,9988331,121356,8240377,1747954,8240377
26/05/2021,Bihar,10065594,77263,8310987,1754607,8310987
27/05/2021,Bihar,10117955,52361,8358232,1759723,8358232
28/05/2021,Bihar,10151853,33898,8387278,1764575,8387278
29/05/2021,Bihar,10204573,52720,8431414,1773159,8431414
30/05/2021,Bihar,10247415,42842,8467861,1779554,8467861
31/05/2021,Bihar,10307600,60185,8516097,1791503,8516097
01/06/2021,Bihar,10366689,59089,8563603,1803086,8563603
02/06/2021,Bihar,10424975,58286,8612656,1812319,8612656
03/06/2021,Bihar,10585288,160313,8764409,1820879,8764409
04/06/2021,Bihar,10772252,186964,8941673,1830579,8941673
05/06/2021,Bihar,10922525,150273,9083469,1839056,9083469
06/06/2021,Bihar,11030034,107509,9183267,1846767,9183267
07/06/2021,Bihar,11134737,104703,9277636,1857101,9277636
08/06/2021,Bihar,11231592,96855,9362801,1868791,9362801
09/06/2021,Bihar,11409331,177739,9530621,1878710,9530621
10/06/2021,Bihar,11599819,190488,9712352,1887467,9712352
11/06/2021,Bihar,11778969,179150,9881658,1897311,9881658
12/06/2021,Bihar,11938798,159829,10032415,1906383,10032415
13/06/2021,Bihar,12032029,93231,10119417,1912612,10119417
14/06/2021,Bihar,12133333,101304,10210633,1922700,10210633
15/06/2021,Bihar,12205407,72074,10273357,1932050,10273357
16/06/2021,Bihar,12716811,511404,10763130,1953681,10763130
17/06/2021,Bihar,12982413,265602,10995411,1987002,10995411
18/06/2021,Bihar,13174680,192267,11158741,2015939,11158741
19/06/2021,Bihar,13509656,334976,11471642,2038014,11471642
20/06/2021,Bihar,13680378,170722,11630826,2049552,11630826
21/06/2021,Bihar,14235058,554680,12161634,2073424,12161634
22/06/2021,Bihar,14642396,407338,12546864,2095532,12546864
23/06/2021,Bihar,14978417,336021,12863306,2115111,12863306
24/06/2021,Bihar,15264572,286155,13127210,2137362,13127210
25/06/2021,Bihar,15512516,247944,13355865,2156651,
26/06/2021,Bihar,15683198,170682,13508016,2175182,
27/06/2021,Bihar,15744915,61717,13562883,2182032,
28/06/2021,Bihar,15802730,57815,13608219,2194511,
29/06/2021,Bihar,15856079,53349,13650265,2205814,
30/06/2021,Bihar,15899022,42943,13683539,2215483,
01/07/2021,Bihar,16116113,217091,13863804,2252309,
02/07/2021,Bihar,16716028,599915,14384051,2331977,
03/07/2021,Bihar,17118573,402545,14723129,2395444,
04/07/2021,Bihar,17255736,137163,14835284,2420452,
05/07/2021,Bihar,17384095,128359,14935067,2449028,
06/07/2021,Bihar,17526845,142750,15046903,2479942,
07/07/2021,Bihar,17610100,83255,15113068,2497032,
08/07/2021,Bihar,18063158,453058,15479479,2583679,
09/07/2021,Bihar,18380464,317306,15741778,2638686,
10/07/2021,Bihar,18555157,174693,15881330,2673827,
11/07/2021,Bihar,18592326,37169,15907215,2685111,
12/07/2021,Bihar,18943852,351526,16191133,2752719,
13/07/2021,Bihar,19094504,150652,16313606,2780898,
14/07/2021,Bihar,19302470,207966,16477106,2825364,
15/07/2021,Bihar,19783157,480687,16847635,2935522,
16/07/2021,Bihar,20092154,308997,17088089,3004065,
17/07/2021,Bihar,20663069,570915,17553230,3109839,
18/07/2021,Bihar,20914922,251853,17761503,3153419,
19/07/2021,Bihar,21339603,424681,18112947,3226656,
20/07/2021,Bihar,21518602,178999,18257434,3261168,
21/07/2021,Bihar,21549709,31107,18282135,3267574,
22/07/2021,Bihar,21652372,102663,18344999,3307373,
23/07/2021,Bihar,21715582,63210,18385807,3329775,
24/07/2021,Bihar,22055218,339636,18652095,3403123,
25/07/2021,Bihar,22521082,465864,19020216,3500866,
26/07/2021,Bihar,22873038,351956,19299851,3573187,
27/07/2021,Bihar,23113597,240559,19489196,3624401,
28/07/2021,Bihar,23270179,156582,19604300,3665879,
29/07/2021,Bihar,23662515,392336,19910198,3752317,
30/07/2021,Bihar,23969818,307303,20156249,3813569,
31/07/2021,Bihar,24442464,472646,20551758,3890706,
01/08/2021,Bihar,24699839,257375,20779993,3919846,
02/08/2021,Bihar,24886946,187107,20925271,3961675,
03/08/2021,Bihar,24997957,111011,21000662,3997295,
04/08/2021,Bihar,25401755,403798,21321757,4079998,
05/08/2021,Bihar,26174182,772427,21967887,4206295,
06/08/2021,Bihar,26793524,619342,22499306,4294218,
07/08/2021,Bihar,27345184,551660,22945519,4399665,
08/08/2021,Bihar,27628084,282900,23181822,4446262,
09/08/2021,Bihar,27834939,206855,23350171,4484768,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Chandigarh,120,120,120,0,120
17/01/2021,Chandigarh,120,0,120,0,120
18/01/2021,Chandigarh,158,38,158,0,158
19/01/2021,Chandigarh,165,7,165,0,165
20/01/2021,Chandigarh,165,0,165,0,165
21/01/2021,Chandigarh,281,116,281,0,281
22/01/2021,Chandigarh,507,226,507,0,507
23/01/2021,Chandigarh,790,283,790,0,790
24/01/2021,Chandigarh,797,7,797,0,797
25/01/2021,Chandigarh,1172,375,1172,0,1172
26/01/2021,Chandigarh,1174,2,1174,0,1174
27/01/2021,Chandigarh,1519,345,1519,0,1519
28/01/2021,Chandigarh,1821,302,1821,0,1821
29/01/2021,Chandigarh,1874,53,1874,0,1874
30/01/2021,Chandigarh,2206,332,2206,0,2206
31/01/2021,Chandigarh,2217,11,2217,0,2217
01/02/2021,Chandigarh,2390,173,2390,0,2390
02/02/2021,Chandigarh,2492,102,2492,0,2492
03/02/2021,Chandigarh,2808,316,2808,0,2808
04/02/2021,Chandigarh,3150,342,3150,0,3150
05/02/2021,Chandigarh,3511,361,3511,0,3511
06/02/2021,Chandigarh,3858,347,3858,0,3858
07/02/2021,Chandigarh,3858,0,3858,0,3858
08/02/2021,Chandigarh,4189,331,4189,0,4189
09/02/2021,Chandigarh,4571,382,4571,0,4571
10/02/2021,Chandigarh,5004,433,5004,0,5004
11/02/2021,Chandigarh,5480,476,5480,0,5480
12/02/2021,Chandigarh,6056,576,6056,0,6056
13/02/2021,Chandigarh,6826,770,6709,117,6709
14/02/2021,Chandigarh,6829,3,6712,117,6712
15/02/2021,Chandigarh,7332,503,7214,118,7214
16/02/2021,Chandigarh,8018,686,7836,182,7836
17/02/2021,Chandigarh,8561,543,8364,197,8364
18/02/2021,Chandigarh,9187,626,8789,398,8789
19/02/2021,Chandigarh,10065,878,9554,511,9554
20/02/2021,Chandigarh,11125,1060,10379,746,10379
21/02/2021,Chandigarh,11125,0,10379,746,10379
22/02/2021,Chandigarh,12291,1166,11279,1012,11279
23/02/2021,Chandigarh,13594,1303,12449,1145,12449
24/02/2021,Chandigarh,14889,1295,13675,1214,13675
25/02/2021,Chandigarh,16579,1690,15100,1479,15100
26/02/2021,Chandigarh,18567,1988,16927,1640,16927
27/02/2021,Chandigarh,18567,0,16927,1640,16927
28/02/2021,Chandigarh,18567,0,16927,1640,16927
01/03/2021,Chandigarh,18567,0,16927,1640,16927
02/03/2021,Chandigarh,21667,3100,19725,1942,19725
03/03/2021,Chandigarh,23900,2233,21765,2135,21765
04/03/2021,Chandigarh,26149,2249,23665,2484,23665
05/03/2021,Chandigarh,28397,2248,25595,2802,25595
06/03/2021,Chandigarh,30679,2282,27526,3153,27526
07/03/2021,Chandigarh,30902,223,27748,3154,27748
08/03/2021,Chandigarh,33476,2574,29863,3613,29863
09/03/2021,Chandigarh,32738,-738,28622,4116,32738
10/03/2021,Chandigarh,35205,2467,30598,4607,35205
11/03/2021,Chandigarh,35992,787,31298,4694,35992
12/03/2021,Chandigarh,38260,2268,33104,5156,38260
13/03/2021,Chandigarh,40522,2262,34856,5666,40522
14/03/2021,Chandigarh,40701,179,34965,5736,40701
15/03/2021,Chandigarh,43221,2520,36848,6373,43221
16/03/2021,Chandigarh,49179,5958,42234,6945,42234
17/03/2021,Chandigarh,57449,8270,50040,7409,50040
18/03/2021,Chandigarh,59520,2071,51658,7862,51658
19/03/2021,Chandigarh,61642,2122,53379,8263,53379
20/03/2021,Chandigarh,63645,2003,54986,8659,54986
21/03/2021,Chandigarh,63808,163,55144,8664,55144
22/03/2021,Chandigarh,65746,1938,56588,9158,56588
23/03/2021,Chandigarh,67392,1646,57782,9610,57782
24/03/2021,Chandigarh,68959,1567,58992,9967,58992
25/03/2021,Chandigarh,70827,1868,60519,10308,60519
26/03/2021,Chandigarh,72558,1731,61839,10719,61839
27/03/2021,Chandigarh,74151,1593,63168,10983,63168
28/03/2021,Chandigarh,74257,106,63269,10988,63269
29/03/2021,Chandigarh,74284,27,63294,10990,63294
30/03/2021,Chandigarh,76009,1725,64574,11435,64574
31/03/2021,Chandigarh,77711,1702,65748,11963,65748
01/04/2021,Chandigarh,81055,3344,68591,12464,68591
02/04/2021,Chandigarh,84378,3323,71565,12813,71565
03/04/2021,Chandigarh,87837,3459,74528,13309,74528
04/04/2021,Chandigarh,90843,3006,77241,13602,77241
05/04/2021,Chandigarh,94240,3397,80058,14182,80058
06/04/2021,Chandigarh,96011,1771,81444,14567,81444
07/04/2021,Chandigarh,101532,5521,85979,15553,85979
08/04/2021,Chandigarh,105815,4283,89382,16433,89382
09/04/2021,Chandigarh,110149,4334,92814,17335,92814
10/04/2021,Chandigarh,115008,4859,96744,18264,96744
11/04/2021,Chandigarh,118155,3147,99484,18671,99484
12/04/2021,Chandigarh,122941,4786,103131,19810,103131
13/04/2021,Chandigarh,126850,3909,106139,20711,106139
14/04/2021,Chandigarh,130380,3530,108803,21577,108803
15/04/2021,Chandigarh,134563,4183,111665,22898,111665
16/04/2021,Chandigarh,139146,4583,114800,24346,114800
17/04/2021,Chandigarh,143254,4108,117734,25520,117734
18/04/2021,Chandigarh,145600,2346,119500,26100,119500
19/04/2021,Chandigarh,149987,4387,122192,27795,122192
20/04/2021,Chandigarh,154584,4597,124937,29647,124937
21/04/2021,Chandigarh,158565,3981,127635,30930,127635
22/04/2021,Chandigarh,163872,5307,130884,32988,130884
23/04/2021,Chandigarh,169439,5567,134397,35042,134397
24/04/2021,Chandigarh,174721,5282,137994,36727,137994
25/04/2021,Chandigarh,178655,3934,140795,37860,140795
26/04/2021,Chandigarh,184252,5597,144305,39947,144305
27/04/2021,Chandigarh,190041,5789,148026,42015,148026
28/04/2021,Chandigarh,196055,6014,151928,44127,151928
29/04/2021,Chandigarh,201907,5852,155689,46218,155689
30/04/2021,Chandigarh,208489,6582,160071,48418,160071
01/05/2021,Chandigarh,213216,4727,163599,49617,163599
02/05/2021,Chandigarh,215894,2678,165617,50277,165617
03/05/2021,Chandigarh,220462,4568,168672,51790,168672
04/05/2021,Chandigarh,225542,5080,172057,53485,172057
05/05/2021,Chandigarh,230822,5280,175618,55204,175618
06/05/2021,Chandigarh,237473,6651,179429,58044,179429
07/05/2021,Chandigarh,243450,5977,183067,60383,183067
08/05/2021,Chandigarh,250441,6991,187445,62996,187445
09/05/2021,Chandigarh,254612,4171,190204,64408,190204
10/05/2021,Chandigarh,260309,5697,193540,66769,193540
11/05/2021,Chandigarh,265527,5218,196808,68719,196808
12/05/2021,Chandigarh,269353,3826,199576,69777,199576
13/05/2021,Chandigarh,273766,4413,202829,70937,202829
14/05/2021,Chandigarh,278699,4933,206572,72127,206572
15/05/2021,Chandigarh,284834,6135,211162,73672,211162
16/05/2021,Chandigarh,285946,1112,212260,73686,212260
17/05/2021,Chandigarh,290561,4615,216622,73939,216622
18/05/2021,Chandigarh,294430,3869,220312,74118,220312
19/05/2021,Chandigarh,298281,3851,224068,74213,224068
20/05/2021,Chandigarh,302065,3784,227748,74317,227748
21/05/2021,Chandigarh,306407,4342,231985,74422,231985
22/05/2021,Chandigarh,312342,5935,237720,74622,237720
23/05/2021,Chandigarh,315428,3086,240804,74624,240804
24/05/2021,Chandigarh,320496,5068,245841,74655,245841
25/05/2021,Chandigarh,323442,2946,248749,74693,248749
26/05/2021,Chandigarh,324892,1450,250185,74707,250185
27/05/2021,Chandigarh,329825,4933,255083,74742,255083
28/05/2021,Chandigarh,334628,4803,259802,74826,259802
29/05/2021,Chandigarh,339601,4973,264747,74854,264747
30/05/2021,Chandigarh,343466,3865,268609,74857,268609
31/05/2021,Chandigarh,349507,6041,274606,74901,274606
01/06/2021,Chandigarh,355311,5804,280378,74933,280378
02/06/2021,Chandigarh,360794,5483,285834,74960,285834
03/06/2021,Chandigarh,366709,5915,291718,74991,291718
04/06/2021,Chandigarh,372191,5482,297146,75045,297146
05/06/2021,Chandigarh,377873,5682,302775,75098,302775
06/06/2021,Chandigarh,379943,2070,304833,75110,304833
07/06/2021,Chandigarh,383353,3410,308126,75227,308126
08/06/2021,Chandigarh,384919,1566,309608,75311,309608
