date,state,tot_doses,doses,dose1,dose2,tot_ind
19/03/2021,Maharashtra,4178758,244793,3622709,556049,3622709
20/03/2021,Maharashtra,4404844,226086,3815920,588924,3815920
21/03/2021,Maharashtra,4440954,36110,3847301,593653,3847301
22/03/2021,Maharashtra,4682864,241910,4060919,621945,4060919
23/03/2021,Maharashtra,4911726,228862,4262362,649364,4262362
24/03/2021,Maharashtra,5164217,252491,4494807,669410,4494807
25/03/2021,Maharashtra,5386656,222439,4701964,684692,4701964
26/03/2021,Maharashtra,5648523,261867,4944116,704407,4944116
27/03/2021,Maharashtra,5881573,233050,5163746,717827,5163746
28/03/2021,Maharashtra,5902265,20692,5183711,718554,5183711
29/03/2021,Maharashtra,5956802,54537,5235606,721196,5235606
30/03/2021,Maharashtra,6156334,199532,5421876,734458,5421876
31/03/2021,Maharashtra,6370261,213927,5618555,751706,5618555
01/04/2021,Maharashtra,6596079,225818,5833743,762336,5833743
02/04/2021,Maharashtra,6960404,364325,6182629,777775,6182629
03/04/2021,Maharashtra,7288572,328168,6496037,792535,6496037
04/04/2021,Maharashtra,7647126,358554,6841397,805729,6841397
05/04/2021,Maharashtra,7989165,342039,7167016,822149,7167016
06/04/2021,Maharashtra,8257040,267875,7421245,835795,7421245
07/04/2021,Maharashtra,8856664,599624,7988151,868513,7988151
08/04/2021,Maharashtra,9337790,481126,8434286,903504,8434286
09/04/2021,Maharashtra,9632399,294609,8702273,930126,8702273
10/04/2021,Maharashtra,9923253,290854,8969876,953377,8969876
11/04/2021,Maharashtra,10191896,268643,9220161,971735,9220161
12/04/2021,Maharashtra,10528419,336523,9519815,1008604,9519815
13/04/2021,Maharashtra,10753451,225032,9717561,1035890,9717561
14/04/2021,Maharashtra,11124975,371524,10038913,1086062,10038913
15/04/2021,Maharashtra,11511023,386048,10356338,1154685,10356338
16/04/2021,Maharashtra,11885830,374807,10658902,1226928,10658902
17/04/2021,Maharashtra,12138971,253141,10849828,1289143,10849828
18/04/2021,Maharashtra,12273763,134792,10959390,1314373,10959390
19/04/2021,Maharashtra,12649330,375567,11240031,1409299,11240031
20/04/2021,Maharashtra,12944719,295389,11447258,1497461,11447258
21/04/2021,Maharashtra,13279389,334670,11691829,1587560,11691829
22/04/2021,Maharashtra,13673833,394444,11966150,1707683,11966150
23/04/2021,Maharashtra,13999938,326105,12184886,1815052,12184886
24/04/2021,Maharashtra,14229977,230039,12326873,1903104,12326873
25/04/2021,Maharashtra,14342185,112208,12404273,1937912,12404273
26/04/2021,Maharashtra,14905825,563640,12768316,2137509,12768316
27/04/2021,Maharashtra,15321730,415905,13030894,2290836,13030894
28/04/2021,Maharashtra,15577636,255906,13184469,2393167,13184469
29/04/2021,Maharashtra,15870448,292812,13360080,2510368,13360080
30/04/2021,Maharashtra,16183847,313399,13561437,2622410,13561437
01/05/2021,Maharashtra,16292753,108906,13637082,2655671,13637082
02/05/2021,Maharashtra,16342814,50061,13677591,2665223,13677591
03/05/2021,Maharashtra,16425887,83073,13739753,2686134,13739753
04/05/2021,Maharashtra,16528345,102458,13799328,2729017,13799328
05/05/2021,Maharashtra,16802255,273910,13935541,2866714,13935541
06/05/2021,Maharashtra,17296109,493854,14214775,3081334,14214775
07/05/2021,Maharashtra,17693374,397265,14458039,3235335,14458039
08/05/2021,Maharashtra,17947420,254046,14628881,3318539,14628881
09/05/2021,Maharashtra,18063345,115925,14712246,3351099,14712246
10/05/2021,Maharashtra,18380699,317354,14888694,3492005,14888694
11/05/2021,Maharashtra,18793256,412557,15144171,3649085,15144171
12/05/2021,Maharashtra,19139375,346119,15322754,3816621,15322754
13/05/2021,Maharashtra,19530640,391265,15499282,4031358,15499282
14/05/2021,Maharashtra,19703138,172498,15571915,4131223,15571915
15/05/2021,Maharashtra,19912961,209823,15706411,4206550,15706411
16/05/2021,Maharashtra,19985484,72523,15756833,4228651,15756833
17/05/2021,Maharashtra,20090425,104941,15833287,4257138,15833287
18/05/2021,Maharashtra,20201111,110686,15923242,4277869,15923242
19/05/2021,Maharashtra,20305921,104810,16000236,4305685,16000236
20/05/2021,Maharashtra,20469090,163169,16125493,4343597,16125493
21/05/2021,Maharashtra,20594537,125447,16228164,4366373,16228164
22/05/2021,Maharashtra,20721982,127445,16334126,4387856,16334126
23/05/2021,Maharashtra,20764364,42382,16372676,4391688,16372676
24/05/2021,Maharashtra,21017944,253580,16609722,4408222,16609722
25/05/2021,Maharashtra,21218705,200761,16796171,4422534,16796171
26/05/2021,Maharashtra,21357076,138371,16923391,4433685,16923391
27/05/2021,Maharashtra,21646104,289028,17185317,4460787,17185317
28/05/2021,Maharashtra,21922389,276285,17435219,4487170,17435219
29/05/2021,Maharashtra,22230988,308599,17709573,4521415,17709573
30/05/2021,Maharashtra,22319656,88668,17787436,4532220,17787436
31/05/2021,Maharashtra,22586620,266964,18016877,4569743,18016877
01/06/2021,Maharashtra,22850264,263644,18233839,4616425,18233839
02/06/2021,Maharashtra,23077246,226982,18425383,4651863,18425383
03/06/2021,Maharashtra,23302845,225599,18623132,4679713,18623132
04/06/2021,Maharashtra,23687499,384654,18959397,4728102,18959397
05/06/2021,Maharashtra,24049547,362048,19278027,4771520,19278027
06/06/2021,Maharashtra,24145432,95885,19360252,4785180,19360252
07/06/2021,Maharashtra,24450364,304932,19597498,4852866,19597498
08/06/2021,Maharashtra,24728789,278425,19794750,4934039,19794750
09/06/2021,Maharashtra,25042464,313675,20032402,5010062,20032402
10/06/2021,Maharashtra,25300779,258315,20232933,5067846,20232933
11/06/2021,Maharashtra,25560781,260002,20443246,5117535,20443246
12/06/2021,Maharashtra,25866677,305896,20693716,5172961,20693716
13/06/2021,Maharashtra,25958370,91693,20775032,5183338,20775032
14/06/2021,Maharashtra,26263095,304725,21027493,5235602,21027493
15/06/2021,Maharashtra,26524389,261294,21239855,5284534,21239855
16/06/2021,Maharashtra,26774547,250158,21442311,5332236,21442311
17/06/2021,Maharashtra,26985938,211391,21609227,5376711,21609227
18/06/2021,Maharashtra,27220156,234218,21802528,5417628,21802528
19/06/2021,Maharashtra,27616708,396552,22134489,5482219,22134489
20/06/2021,Maharashtra,27733974,117266,22244712,5489262,22244712
21/06/2021,Maharashtra,28128768,394794,22587693,5541075,22587693
22/06/2021,Maharashtra,28706375,577607,23089545,5616830,23089545
23/06/2021,Maharashtra,29345261,638886,23663198,5682063,23663198
24/06/2021,Maharashtra,29788061,442800,24046509,5741552,24046509
25/06/2021,Maharashtra,30283190,495129,24455767,5827423,
26/06/2021,Maharashtra,31032178,748988,25046626,5985552,
27/06/2021,Maharashtra,31158987,126809,25144877,6014110,
28/06/2021,Maharashtra,31781730,622743,25598367,6183363,
29/06/2021,Maharashtra,32178658,396928,25883793,6294865,
30/06/2021,Maharashtra,32439568,260910,26067743,6371825,
01/07/2021,Maharashtra,32720630,281062,26252541,6468089,
02/07/2021,Maharashtra,33109808,389178,26512487,6597321,
03/07/2021,Maharashtra,33928829,819021,27072332,6856497,
04/07/2021,Maharashtra,34076028,147199,27181244,6894784,
05/07/2021,Maharashtra,34404490,328462,27418175,6986315,
06/07/2021,Maharashtra,34802542,398052,27659911,7142631,
07/07/2021,Maharashtra,35444489,641947,28046480,7398009,
08/07/2021,Maharashtra,35772811,328322,28250166,7522645,
09/07/2021,Maharashtra,35975179,202368,28386677,7588502,
10/07/2021,Maharashtra,36344221,369042,28600239,7743982,
11/07/2021,Maharashtra,36525862,181641,28703462,7822400,
12/07/2021,Maharashtra,37024077,498215,28982004,8042073,
13/07/2021,Maharashtra,37296249,272172,29129845,8166404,
14/07/2021,Maharashtra,37924042,627793,29557531,8366511,
15/07/2021,Maharashtra,38267995,343953,29723209,8544786,
16/07/2021,Maharashtra,38894689,626694,30053289,8841400,
17/07/2021,Maharashtra,39381845,487156,30339078,9042767,
18/07/2021,Maharashtra,39513058,131213,30417030,9096028,
19/07/2021,Maharashtra,39911420,398362,30636226,9275194,
20/07/2021,Maharashtra,40107948,196528,30751876,9356072,
21/07/2021,Maharashtra,40217450,109502,30819326,9398124,
22/07/2021,Maharashtra,40420907,203457,30922026,9498881,
23/07/2021,Maharashtra,40855519,434612,31159841,9695678,
24/07/2021,Maharashtra,41200346,344827,31356540,9843806,
25/07/2021,Maharashtra,41318461,118115,31424845,9893616,
26/07/2021,Maharashtra,41768947,450486,31668541,10100406,
27/07/2021,Maharashtra,42352271,583324,31989528,10362743,
28/07/2021,Maharashtra,42707317,355046,32189240,10518077,
29/07/2021,Maharashtra,43082312,374995,32393868,10688444,
30/07/2021,Maharashtra,43764145,681833,32792777,10971368,
31/07/2021,Maharashtra,44359603,595458,33167633,11191970,
01/08/2021,Maharashtra,44671062,311459,33439833,11231229,
02/08/2021,Maharashtra,45003338,332276,33649689,11353649,
03/08/2021,Maharashtra,45244512,241174,33795497,11449015,
04/08/2021,Maharashtra,45474724,230212,33939493,11535231,
05/08/2021,Maharashtra,45992850,518126,34253740,11739110,
06/08/2021,Maharashtra,46376671,383821,34530607,11846064,
07/08/2021,Maharashtra,46685972,309301,34738768,11947204,
08/08/2021,Maharashtra,46758590,72618,34789759,11968831,
09/08/2021,Maharashtra,47153366,394776,35040812,12112554,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Manipur,181,181,181,0,181
17/01/2021,Manipur,192,11,192,0,192
18/01/2021,Manipur,169,-23,169,0,169
19/01/2021,Manipur,267,98,267,0,267
20/01/2021,Manipur,426,159,426,0,426
21/01/2021,Manipur,426,0,426,0,426
22/01/2021,Manipur,693,267,693,0,693
23/01/2021,Manipur,1097,404,1097,0,1097
24/01/2021,Manipur,1109,12,1109,0,1109
25/01/2021,Manipur,1319,210,1319,0,1319
26/01/2021,Manipur,1328,9,1328,0,1328
27/01/2021,Manipur,1873,545,1873,0,1873
28/01/2021,Manipur,1909,36,1909,0,1909
29/01/2021,Manipur,2394,485,2394,0,2394
30/01/2021,Manipur,2933,539,2933,0,2933
31/01/2021,Manipur,2947,14,2947,0,2947
01/02/2021,Manipur,3321,374,3321,0,3321
02/02/2021,Manipur,3614,293,3614,0,3614
03/02/2021,Manipur,4683,1069,4683,0,4683
04/02/2021,Manipur,4882,199,4882,0,4882
05/02/2021,Manipur,5638,756,5638,0,5638
06/02/2021,Manipur,6981,1343,6981,0,6981
07/02/2021,Manipur,7085,104,7085,0,7085
08/02/2021,Manipur,8785,1700,8785,0,8785
09/02/2021,Manipur,9895,1110,9895,0,9895
10/02/2021,Manipur,12509,2614,12509,0,12509
11/02/2021,Manipur,14562,2053,14562,0,14562
12/02/2021,Manipur,17996,3434,17996,0,17996
13/02/2021,Manipur,20866,2870,20811,55,20811
14/02/2021,Manipur,21453,587,21284,169,21284
15/02/2021,Manipur,24428,2975,24144,284,24144
16/02/2021,Manipur,27506,3078,27091,415,27091
17/02/2021,Manipur,31661,4155,30988,673,30988
18/02/2021,Manipur,34103,2442,33302,801,33302
19/02/2021,Manipur,37210,3107,36102,1108,36102
20/02/2021,Manipur,38877,1667,37523,1354,37523
21/02/2021,Manipur,39179,302,37813,1366,37813
22/02/2021,Manipur,40640,1461,39019,1621,39019
23/02/2021,Manipur,42108,1468,40431,1677,40431
24/02/2021,Manipur,44538,2430,42609,1929,42609
25/02/2021,Manipur,47096,2558,45109,1987,45109
26/02/2021,Manipur,50565,3469,48312,2253,48312
27/02/2021,Manipur,50565,0,48312,2253,48312
28/02/2021,Manipur,50565,0,48312,2253,48312
01/03/2021,Manipur,50565,0,48312,2253,48312
02/03/2021,Manipur,53731,3166,51010,2721,51010
03/03/2021,Manipur,57367,3636,54240,3127,54240
04/03/2021,Manipur,59952,2585,56584,3368,56584
05/03/2021,Manipur,62866,2914,59034,3832,59034
06/03/2021,Manipur,66418,3552,61879,4539,61879
07/03/2021,Manipur,66485,67,61932,4553,61932
08/03/2021,Manipur,69656,3171,63908,5748,63908
09/03/2021,Manipur,66537,-3119,60426,6111,66537
10/03/2021,Manipur,68967,2430,61597,7370,68967
11/03/2021,Manipur,70643,1676,62455,8188,70643
12/03/2021,Manipur,73372,2729,63713,9659,73372
13/03/2021,Manipur,74264,892,64162,10102,74264
14/03/2021,Manipur,74287,23,64185,10102,74287
15/03/2021,Manipur,77264,2977,65326,11938,77264
16/03/2021,Manipur,84604,7340,71446,13158,71446
17/03/2021,Manipur,87642,3038,72675,14967,72675
18/03/2021,Manipur,89359,1717,73312,16047,73312
19/03/2021,Manipur,91987,2628,74154,17833,74154
20/03/2021,Manipur,94867,2880,75140,19727,75140
21/03/2021,Manipur,95182,315,75302,19880,75302
22/03/2021,Manipur,97948,2766,76185,21763,76185
23/03/2021,Manipur,100723,2775,77298,23425,77298
24/03/2021,Manipur,103524,2801,78329,25195,78329
25/03/2021,Manipur,105588,2064,78954,26634,78954
26/03/2021,Manipur,108414,2826,79939,28475,79939
27/03/2021,Manipur,110588,2174,80812,29776,80812
28/03/2021,Manipur,110709,121,80836,29873,80836
29/03/2021,Manipur,110710,1,80834,29876,80834
30/03/2021,Manipur,111499,789,81234,30265,81234
31/03/2021,Manipur,112388,889,81536,30852,81536
01/04/2021,Manipur,113879,1491,82143,31736,82143
02/04/2021,Manipur,114328,449,82302,32026,82302
03/04/2021,Manipur,116963,2635,83195,33768,83195
04/04/2021,Manipur,117983,1020,83536,34447,83536
05/04/2021,Manipur,120166,2183,84193,35973,84193
06/04/2021,Manipur,121511,1345,84616,36895,84616
07/04/2021,Manipur,125009,3498,85872,39137,85872
08/04/2021,Manipur,128096,3087,86907,41189,86907
09/04/2021,Manipur,130943,2847,88290,42653,88290
10/04/2021,Manipur,132200,1257,88814,43386,88814
11/04/2021,Manipur,134396,2196,90439,43957,90439
12/04/2021,Manipur,137680,3284,92519,45161,92519
13/04/2021,Manipur,139965,2285,94163,45802,94163
14/04/2021,Manipur,142872,2907,96373,46499,96373
15/04/2021,Manipur,145449,2577,97755,47694,97755
16/04/2021,Manipur,148586,3137,99881,48705,99881
17/04/2021,Manipur,152126,3540,102116,50010,102116
18/04/2021,Manipur,153104,978,102983,50121,102983
19/04/2021,Manipur,157712,4608,106513,51199,106513
20/04/2021,Manipur,162104,4392,109878,52226,109878
21/04/2021,Manipur,167519,5415,114345,53174,114345
22/04/2021,Manipur,171740,4221,117450,54290,117450
23/04/2021,Manipur,174249,2509,119440,54809,119440
24/04/2021,Manipur,180200,5951,124435,55765,124435
25/04/2021,Manipur,182546,2346,126565,55981,126565
26/04/2021,Manipur,192152,9606,134935,57217,134935
27/04/2021,Manipur,200674,8522,142612,58062,142612
28/04/2021,Manipur,214148,13474,155151,58997,155151
29/04/2021,Manipur,228164,14016,168095,60069,168095
30/04/2021,Manipur,250108,21944,188954,61154,188954
01/05/2021,Manipur,263966,13858,202264,61702,202264
02/05/2021,Manipur,266791,2825,205037,61754,205037
03/05/2021,Manipur,281500,14709,218548,62952,218548
04/05/2021,Manipur,292122,10622,228369,63753,228369
05/05/2021,Manipur,304470,12348,239758,64712,239758
06/05/2021,Manipur,314431,9961,248868,65563,248868
07/05/2021,Manipur,322790,8359,256439,66351,256439
08/05/2021,Manipur,330507,7717,263612,66895,263612
09/05/2021,Manipur,330717,210,263801,66916,263801
10/05/2021,Manipur,341766,11049,273723,68043,273723
11/05/2021,Manipur,350180,8414,281137,69043,281137
12/05/2021,Manipur,358501,8321,289255,69246,289255
13/05/2021,Manipur,364547,6046,295024,69523,295024
14/05/2021,Manipur,370000,5453,300409,69591,300409
15/05/2021,Manipur,376997,6997,307272,69725,307272
16/05/2021,Manipur,377312,315,307585,69727,307585
17/05/2021,Manipur,386041,8729,316243,69798,316243
18/05/2021,Manipur,390976,4935,321100,69876,321100
19/05/2021,Manipur,399475,8499,329532,69943,329532
20/05/2021,Manipur,403292,3817,333308,69984,333308
21/05/2021,Manipur,409970,6678,339942,70028,339942
22/05/2021,Manipur,413778,3808,343712,70066,343712
23/05/2021,Manipur,413789,11,343723,70066,343723
24/05/2021,Manipur,420969,7180,350862,70107,350862
25/05/2021,Manipur,424213,3244,354051,70162,354051
26/05/2021,Manipur,435973,11760,365796,70177,365796
27/05/2021,Manipur,439064,3091,368847,70217,368847
28/05/2021,Manipur,444143,5079,373870,70273,373870
29/05/2021,Manipur,451025,6882,380689,70336,380689
30/05/2021,Manipur,451219,194,380882,70337,380882
31/05/2021,Manipur,457938,6719,387493,70445,387493
01/06/2021,Manipur,462332,4394,391812,70520,391812
02/06/2021,Manipur,469900,7568,399272,70628,399272
03/06/2021,Manipur,472549,2649,401838,70711,401838
04/06/2021,Manipur,483199,10650,412409,70790,412409
05/06/2021,Manipur,492404,9205,421488,70916,421488
06/06/2021,Manipur,492511,107,421595,70916,421595
07/06/2021,Manipur,504594,12083,433599,70995,433599
08/06/2021,Manipur,511639,7045,440535,71104,440535
09/06/2021,Manipur,522579,10940,451370,71209,451370
10/06/2021,Manipur,527496,4917,456202,71294,456202
11/06/2021,Manipur,535179,7683,463768,71411,463768
12/06/2021,Manipur,537537,2358,466105,71432,466105
13/06/2021,Manipur,538075,538,466634,71441,466634
14/06/2021,Manipur,543694,5619,472128,71566,472128
15/06/2021,Manipur,548282,4588,476657,71625,476657
16/06/2021,Manipur,554243,5961,482536,71707,482536
17/06/2021,Manipur,556448,2205,484633,71815,484633
18/06/2021,Manipur,561047,4599,489047,72000,489047
19/06/2021,Manipur,565195,4148,493052,72143,493052
20/06/2021,Manipur,565710,515,493565,72145,493565
21/06/2021,Manipur,572397,6687,500102,72295,500102
22/06/2021,Manipur,576461,4064,504048,72413,504048
23/06/2021,Manipur,582812,6351,510253,72559,510253
24/06/2021,Manipur,588117,5305,515401,72716,515401
25/06/2021,Manipur,596468,8351,523660,72808,
26/06/2021,Manipur,603780,7312,530732,73048,
27/06/2021,Manipur,606673,2893,533606,73067,
28/06/2021,Manipur,621399,14726,548026,73373,
29/06/2021,Manipur,637207,15808,563425,73782,
30/06/2021,Manipur,655247,18040,581109,74138,
01/07/2021,Manipur,672166,16919,597706,74460,
02/07/2021,Manipur,695544,23378,620451,75093,
03/07/2021,Manipur,719567,24023,643877,75690,
04/07/2021,Manipur,729209,9642,653287,75922,
05/07/2021,Manipur,759423,30214,681970,77453,
06/07/2021,Manipur,785691,26268,706878,78813,
07/07/2021,Manipur,816460,30769,735358,81102,
08/07/2021,Manipur,841124,24664,758837,82287,
09/07/2021,Manipur,854304,13180,770529,83775,
10/07/2021,Manipur,861136,6832,776522,84614,
11/07/2021,Manipur,865889,4753,781122,84767,
12/07/2021,Manipur,880377,14488,794059,86318,
13/07/2021,Manipur,911582,31205,821525,90057,
14/07/2021,Manipur,946944,35362,852445,94499,
15/07/2021,Manipur,974479,27535,876836,97643,
16/07/2021,Manipur,1001544,27065,901371,100173,
17/07/2021,Manipur,1027069,25525,923052,104017,
18/07/2021,Manipur,1033928,6859,929481,104447,
19/07/2021,Manipur,1057386,23458,946997,110389,
20/07/2021,Manipur,1082124,24738,965549,116575,
21/07/2021,Manipur,1102219,20095,979839,122380,
22/07/2021,Manipur,1126653,24434,995279,131374,
23/07/2021,Manipur,1155874,29221,1010771,145103,
24/07/2021,Manipur,1186488,30614,1029246,157242,
25/07/2021,Manipur,1197316,10828,1038690,158626,
26/07/2021,Manipur,1225903,28587,1055427,170476,
27/07/2021,Manipur,1244397,18494,1066474,177923,
28/07/2021,Manipur,1267268,22871,1079705,187563,
29/07/2021,Manipur,1282382,15114,1088641,193741,
30/07/2021,Manipur,1298378,15996,1097943,200435,
31/07/2021,Manipur,1313711,15333,1108293,205418,
01/08/2021,Manipur,1320730,7019,1114724,206006,
02/08/2021,Manipur,1334510,13780,1122259,212251,
03/08/2021,Manipur,1345271,10761,1128496,216775,
04/08/2021,Manipur,1358157,12886,1135285,222872,
05/08/2021,Manipur,1366240,8083,1139436,226804,
06/08/2021,Manipur,1379355,13115,1146080,233275,
07/08/2021,Manipur,1389342,9987,1150882,238460,
08/08/2021,Manipur,1392572,3230,1153469,239103,
09/08/2021,Manipur,1406118,13546,1159424,246694,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
16/01/2021,Meghalaya,102,102,102,0,102
17/01/2021,Meghalaya,102,0,102,0,102
18/01/2021,Meghalaya,58,-44,58,0,58
19/01/2021,Meghalaya,170,112,170,0,170
20/01/2021,Meghalaya,189,19,189,0,189
21/01/2021,Meghalaya,380,191,380,0,380
22/01/2021,Meghalaya,525,145,525,0,525
23/01/2021,Meghalaya,709,184,709,0,709
24/01/2021,Meghalaya,713,4,713,0,713
25/01/2021,Meghalaya,1249,536,1249,0,1249
26/01/2021,Meghalaya,1256,7,1256,0,1256
27/01/2021,Meghalaya,1964,708,1964,0,1964
28/01/2021,Meghalaya,2609,645,2609,0,2609
29/01/2021,Meghalaya,2925,316,2925,0,2925
30/01/2021,Meghalaya,3070,145,3070,0,3070
31/01/2021,Meghalaya,3076,6,3076,0,3076
01/02/2021,Meghalaya,3317,241,3317,0,3317
02/02/2021,Meghalaya,3451,134,3451,0,3451
03/02/2021,Meghalaya,3565,114,3565,0,3565
04/02/2021,Meghalaya,4216,651,4216,0,4216
05/02/2021,Meghalaya,4933,717,4933,0,4933
06/02/2021,Meghalaya,5585,652,5585,0,5585
07/02/2021,Meghalaya,5585,0,5585,0,5585
08/02/2021,Meghalaya,6394,809,6394,0,6394
09/02/2021,Meghalaya,7806,1412,7806,0,7806
10/02/2021,Meghalaya,8557,751,8557,0,8557
11/02/2021,Meghalaya,10420,1863,10420,0,10420
12/02/2021,Meghalaya,11614,1194,11614,0,11614
13/02/2021,Meghalaya,12996,1382,12905,91,12905
14/02/2021,Meghalaya,12997,1,12906,91,12906
15/02/2021,Meghalaya,15270,2273,15019,251,15019
16/02/2021,Meghalaya,17969,2699,17479,490,17479
17/02/2021,Meghalaya,21964,3995,21153,811,21153
18/02/2021,Meghalaya,25231,3267,23995,1236,23995
19/02/2021,Meghalaya,29028,3797,27429,1599,27429
20/02/2021,Meghalaya,31111,2083,29428,1683,29428
21/02/2021,Meghalaya,31142,31,29459,1683,29459
22/02/2021,Meghalaya,34056,2914,31976,2080,31976
23/02/2021,Meghalaya,37186,3130,34889,2297,34889
24/02/2021,Meghalaya,39128,1942,36656,2472,36656
